id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
664,2023,10278,合肥,肥东县乡镇机关,机关综合,本科,工商管理类,1.0,92.0,71.55,73.75
665,2023,10279,合肥,肥东县乡镇机关,机关综合,本科,公共管理类,1.0,43.0,71.35,72.3
666,2023,10280,合肥,肥东县乡镇机关,农村经济管理,本科,经济学类,3.0,73.0,72.55,78.7
667,2023,10281,合肥,肥东县乡镇机关,建筑规划,本科,建筑类,3.0,52.0,70.05,76.3
668,2023,10282,合肥,肥东县乡镇机关,建筑规划,本科,土木类,5.0,107.0,69.4,79.2
669,2023,10283,合肥,肥东县乡镇机关,综合文字,本科,中国语言文学类,1.0,26.0,71.0,74.05
670,2023,10284,合肥,肥东县乡镇机关,机关综合,专科,不限,7.0,54.0,65.3,74.0
671,2023,10285,合肥,肥东县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,45.0,68.04,70.99
672,2023,10286,合肥,肥西县乡镇机关,经济管理,本科,经济学门类,3.0,125.0,73.55,77.0
673,2023,10287,合肥,肥西县乡镇机关,经济管理,本科,金融学类,2.0,100.0,72.9,76.4
674,2023,10288,合肥,肥西县乡镇机关,信息管理,本科,计算机类、电子信息类,3.0,223.0,73.3,79.35
675,2023,10289,合肥,肥西县乡镇机关,信息管理,本科,计算机类、电子信息类,1.0,187.0,74.35,77.0
676,2023,10290,合肥,肥西县乡镇机关,建筑规划,本科,建筑类、土木类,4.0,231.0,72.8,76.9
677,2023,10291,合肥,肥西县乡镇机关,农业管理,本科,水利类、机械类、能源动力类,2.0,89.0,73.2,74.95
678,2023,10292,合肥,肥西县乡镇机关,建设管理,本科,工学门类,4.0,199.0,71.55,75.0
679,2023,10293,合肥,肥西县乡镇机关,财务管理,本科,会计学专业、会计专业、审计学专业、财务管理专业,2.0,66.0,67.28,73.52
680,2023,10294,合肥,肥西县乡镇机关,卫生健康管理,本科,公共卫生与预防医学类、药学类,2.0,71.0,70.15,74.65
681,2023,10295,合肥,肥西县乡镇机关,安全管理,本科,环境科学与工程类、安全科学与工程类,1.0,68.0,75.3,76.8
682,2023,10296,合肥,肥西县乡镇机关,农业管理,本科,农学门类,4.0,174.0,73.45,77.0
683,2023,10297,合肥,肥西县乡镇机关,机关综合,专科,不限,3.0,446.0,73.2,77.35
684,2023,10298,合肥,肥西县乡镇机关,机关综合,专科,不限,3.0,349.0,71.75,78.4
685,2023,10299,合肥,肥西县乡镇机关,机关综合,专科,不限,4.0,398.0,74.0,79.0
686,2023,10300,合肥,肥西县乡镇机关,机关综合,本科,不限,5.0,23.0,70.2,75.35
687,2023,10301,合肥,肥西县乡镇机关,机关综合,本科,不限,4.0,31.0,66.15,72.2
688,2023,10302,合肥,肥西县乡镇机关,人武专干,专科,不限,1.0,31.0,63.21,65.89
689,2023,10303,合肥,庐江县乡镇机关,建设管理,本科,建筑类、土木类,2.0,38.0,68.6,78.1
690,2023,10304,合肥,庐江县乡镇机关,建设管理,本科,建筑类、土木类、化学类,2.0,62.0,71.05,74.0
691,2023,10305,合肥,庐江县乡镇机关,建设管理,本科,不限,2.0,4.0,56.05,73.3
692,2023,10306,合肥,庐江县乡镇机关,经济管理,本科,经济学类、财政学类,2.0,40.0,71.9,75.85
693,2023,10307,合肥,庐江县乡镇机关,农业管理,本科,植物生产类,3.0,17.0,63.85,68.6
694,2023,10308,合肥,庐江县乡镇机关,矿产资源管理,本科,矿业类、地质类,3.0,39.0,67.15,73.55
695,2023,10309,合肥,庐江县乡镇机关,经济管理,本科,金融学类,2.0,58.0,71.7,77.6
696,2023,10310,合肥,庐江县乡镇机关,农业管理,本科,水利类,2.0,20.0,68.3,76.75
697,2023,10311,合肥,庐江县乡镇机关,信息技术,本科,电子信息类,2.0,52.0,72.2,79.4
698,2023,10312,合肥,庐江县乡镇机关,生态环保管理,本科,环境科学与工程类,5.0,77.0,69.4,77.45
699,2023,10313,合肥,庐江县乡镇机关,机关综合,本科,不限,5.0,20.0,62.45,78.15
700,2023,10314,合肥,庐江县乡镇机关,机关综合,专科,不限,5.0,321.0,71.6,76.1
701,2023,10315,合肥,庐江县乡镇机关,机关综合,专科,不限,4.0,265.0,71.15,73.6
702,2023,10316,合肥,庐江县乡镇机关,机关综合,本科,安全科学与工程类,2.0,29.0,68.5,75.1
703,2023,10317,合肥,庐江县乡镇机关,经济管理,本科,经济学类、经济与贸易类,2.0,63.0,71.25,75.75
704,2023,10318,合肥,庐江县乡镇机关,农业管理,本科,农业经济管理类,2.0,19.0,65.7,70.25
705,2023,10319,合肥,庐江县乡镇机关,经济管理,本科,电子商务类,2.0,69.0,70.75,77.3
706,2023,10320,合肥,庐江县乡镇机关,旅游管理,本科,旅游管理类,2.0,60.0,69.35,75.3
707,2023,10321,合肥,庐江县乡镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,29.0,63.14,71.39
708,2023,10322,合肥,巢湖市乡镇（街道）机关,规划建设,本科,土木类、测绘类、建筑类、水利类、地理科学类、环境科学与工程类、自然保护与环境生态类,5.0,199.0,71.2,79.6
709,2023,10323,合肥,巢湖市乡镇（街道）机关,综合文字,本科,中国语言文学类、新闻传播学类,3.0,76.0,72.35,78.35
710,2023,10324,合肥,巢湖市乡镇（街道）机关,综合管理,本科,公共管理类、旅游管理类、农业经济管理类、社会学类,4.0,188.0,73.8,78.55
711,2023,10325,合肥,巢湖市乡镇（街道）机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,47.0,65.84,72.57
712,2023,10326,合肥,巢湖市乡镇（街道）机关,机关综合,专科,不限,7.0,527.0,73.8,77.05
713,2023,10327,合肥,巢湖市乡镇（街道）机关,机关综合,本科,不限,5.0,9.0,65.15,72.5
714,2023,10328,合肥,巢湖市乡镇（街道）机关,机关综合,专科,不限,4.0,298.0,71.65,78.2
715,2023,10329,合肥,巢湖市乡镇（街道）机关,经济管理,本科,不限,3.0,3.0,63.5,70.7
716,2023,10330,合肥,巢湖市乡镇（街道）机关,党务工作,本科,不限,3.0,184.0,72.2,80.1
717,2023,10331,合肥,庐阳区乡镇（街道）机关,建设管理,本科,土木类,1.0,41.0,70.0,71.65
718,2023,10332,合肥,庐阳区乡镇（街道）机关,财务管理,本科,会计学专业、会计专业、审计学专业、财务管理专业,1.0,71.0,71.9,74.19
719,2023,10333,合肥,庐阳区乡镇（街道）机关,机关综合,专科,不限,1.0,232.0,73.3,75.75
720,2023,10334,合肥,蜀山区乡镇（街道）机关,机关综合,专科,不限,1.0,169.0,73.45,74.3
721,2023,10335,合肥,蜀山区乡镇（街道）机关,机关综合,本科,不限,1.0,7.0,68.9,77.55
722,2023,10336,合肥,蜀山区乡镇（街道）机关,机关综合,专科,不限,1.0,244.0,74.65,75.6
723,2023,10337,合肥,蜀山区乡镇（街道）机关,机关综合,本科,中国语言文学类,1.0,37.0,72.4,78.6
724,2023,10338,合肥,蜀山区乡镇（街道）机关,建设管理,本科,建筑类、土木工程专业、土地资源管理专业、城市管理专业,1.0,56.0,74.45,76.4
725,2023,10339,合肥,蜀山区乡镇（街道）机关,机关综合,专科,不限,1.0,31.0,69.3,69.6
726,2023,10340,合肥,蜀山区乡镇（街道）机关,机关综合,本科,文学门类,1.0,64.0,71.8,76.35
727,2023,10341,合肥,蜀山区乡镇（街道）机关,机关综合,本科,文学门类,1.0,62.0,77.05,80.05
728,2023,10342,合肥,蜀山区乡镇（街道）机关,机关综合,本科,不限,1.0,6.0,70.5,73.2
729,2023,10343,合肥,蜀山区乡镇（街道）机关,机关综合,本科,不限,1.0,7.0,66.85,75.1
730,2023,10344,合肥,蜀山区乡镇（街道）机关,机关综合,专科,不限,1.0,330.0,72.7,74.65
731,2023,10345,合肥,蜀山区乡镇（街道）机关,机关综合,专科,不限,1.0,196.0,73.75,77.25
732,2023,10346,合肥,包河区乡镇（街道）机关,综合文字,本科,中国语言文学类、新闻传播学类,2.0,88.0,73.2,75.4
733,2023,10347,合肥,包河区乡镇（街道）机关,社区管理,本科,社会学类,2.0,148.0,74.1,76.2
734,2023,10348,合肥,包河区乡镇（街道）机关,机械管理,本科,机械类,2.0,87.0,72.05,76.85
735,2023,10349,合肥,包河区乡镇（街道）机关,建设管理,本科,土木类、建筑类,2.0,75.0,71.25,78.7
736,2023,10350,合肥,包河区乡镇（街道）机关,经济管理,本科,经济学门类、管理学门类,4.0,561.0,75.35,80.05
737,2023,10351,合肥,包河区乡镇（街道）机关,法务管理,本科,法学类,2.0,33.0,68.94,76.54
738,2023,10352,合肥,包河区乡镇（街道）机关,信息管理,本科,计算机类、电子信息类,3.0,292.0,74.13,78.57
739,2023,10353,合肥,包河区乡镇（街道）机关,机关综合,专科,不限,6.0,1466.0,74.85,78.2
740,2023,10354,合肥,包河区乡镇（街道）机关,机关综合,本科,不限,5.0,53.0,72.0,77.55
741,2023,10355,合肥,肥东县乡镇机关,综合管理,高中（中专）,不限,2.0,0.0,,
742,2023,10356,合肥,肥西县乡镇机关,综合管理,高中（中专）,不限,1.0,0.0,,
743,2023,10357,合肥,庐江县乡镇机关,综合管理,高中（中专）,不限,2.0,0.0,,
744,2023,10358,合肥,巢湖市乡镇（街道）机关,综合管理,高中（中专）,不限,1.0,0.0,,
745,2023,10359,合肥,庐阳区乡镇（街道）机关,综合管理,高中（中专）,不限,1.0,0.0,,
746,2023,10360,合肥,蜀山区乡镇（街道）机关,社会管理,高中（中专）,不限,1.0,0.0,,
747,2023,10361,合肥,包河区乡镇（街道）机关,综合管理,高中（中专）,不限,2.0,0.0,,
748,2023,10362,合肥,合肥市公安局,突击,高中,不限,2.0,107.0,60.39,64.98
749,2023,10363,合肥,合肥市公安局,突击,高中,不限,2.0,108.0,56.59,62.36
750,2023,10364,合肥,合肥市公安局,狙击,高中,不限,2.0,80.0,52.21,59.14
751,2023,160001,安庆,中共安庆市委党校,综合文字,本科,中国语言文学类,1.0,45.0,71.45,73.25
752,2023,160002,安庆,中共安庆市委党校,教务信息管理,本科,计算机类,1.0,87.0,75.0,79.05
753,2023,160003,安庆,安庆市档案馆,档案管理,本科,不限,2.0,443.0,73.55,76.05
754,2023,160004,安庆,中共安庆市委党史和地方志研究室,史志编研,本科,历史学类,1.0,35.0,68.9,74.7
755,2023,160005,安庆,中共安庆市委党史和地方志研究室,史志编研,本科,政治学类、历史学专业、汉语言文学专业,1.0,32.0,72.4,76.35
756,2023,160006,安庆,中共安庆市委讲师团,理论教学研究,本科,马克思主义理论类、中国语言文学类、新闻传播学类,1.0,42.0,71.0,74.95
757,2023,160007,安庆,中共安庆市委老干部局市老年教育委员会（老年大学）工作处,教学行政管理,本科,中国语言文学类、新闻传播学类、教育学类、经济学类,1.0,62.0,70.75,71.2
758,2023,160008,安庆,中共安庆市委老干部局宜园老干部活动室,综合文字,本科,中国语言文学类、公共管理类,2.0,90.0,72.6,75.2
759,2023,160009,安庆,安庆市红十字会,综合文字,本科,不限,1.0,161.0,73.35,73.65
760,2023,160010,安庆,安庆市教育体育局市人民政府教育督导团工作处,财务管理,本科,财政学类、会计学专业、经济学专业、审计学专业、财务管理专业,1.0,32.0,66.96,68.44
761,2023,160011,安庆,安庆市教育体育局市人民政府教育督导团工作处,教育督导,本科,本科：教育学类、马克思主义理论类、中国语言文学类、历史学类、法学类、计算机类；硕士研究生：不限专业,1.0,121.0,71.95,73.1
762,2023,160012,安庆,安庆市财政局市财政国库支付中心,财务管理,本科,财政学类、会计学专业、财务管理专业、审计学专业,1.0,33.0,70.38,74.28
763,2023,160013,安庆,安庆市财政局市非税收入征收管理服务中心,财务管理,本科,财政学类、会计学专业、财务管理专业、审计学专业,1.0,28.0,68.69,74.75
764,2023,160014,安庆,安庆市医疗保障局市医疗保障基金管理中心,财务管理,本科,会计学专业、财务管理专业、审计学专业,1.0,21.0,66.77,68.36
765,2023,160015,安庆,中共桐城市纪律检查委员会桐城市监察委员会,监督检查,本科,法学类、会计学专业、审计学专业,2.0,46.0,69.0,74.6
766,2023,160016,安庆,中共桐城市纪律检查委员会桐城市监察委员会,文字综合,本科,中国语言文学类、新闻学专业,1.0,9.0,70.1,72.3
767,2023,160017,安庆,中共桐城市委组织部,党群服务,本科,经济学类、法学类、中国语言文学类、新闻传播学类,2.0,33.0,67.5,73.05
768,2023,160018,安庆,桐城市教育局,机关综合,本科,不限,2.0,13.0,64.4,73.5
769,2023,160019,安庆,桐城市科技经济信息化局,经济运行,本科,经济学门类,1.0,34.0,74.75,76.35
770,2023,160020,安庆,桐城市司法局,司法行政1,本科,法学类,4.0,25.0,62.94,68.8
771,2023,160021,安庆,桐城市司法局,司法行政2,本科,法学类、中国语言文学类,1.0,7.0,67.5,68.6
772,2023,160022,安庆,桐城市住房和城乡建设局,城乡建设,本科,法学类、土木类、工程造价专业,3.0,92.0,71.4,76.2
773,2023,160023,安庆,桐城市交通运输局,交通运输管理,本科,中国语言文学类、交通运输类,1.0,20.0,71.45,73.3
774,2023,160024,安庆,桐城市农业农村局,机关综合,本科,不限,1.0,2.0,68.85,72.9
775,2023,160025,安庆,桐城市农业农村局,农业管理,本科,植物生产类、环境科学与工程类、农业资源与环境专业,1.0,51.0,72.05,77.6
776,2023,160026,安庆,桐城市水利局,水利监管,本科,法学类、财务管理专业、公共事业管理专业、应急管理专业,1.0,27.0,71.15,75.6
777,2023,160027,安庆,桐城市商务局,经济管理,本科,经济学类、中国语言文学类,3.0,57.0,70.65,73.8
778,2023,160028,安庆,桐城市文化旅游体育局,文字综合,本科,中国语言文学类,1.0,14.0,68.8,70.1
779,2023,160029,安庆,桐城市卫生健康委员会,财务管理,本科,财政学类、会计学专业、财务管理专业、审计学专业,1.0,13.0,64.41,65.34
780,2023,160030,安庆,桐城市卫生健康委员会,健康管理,本科,临床医学类、基础医学专业、卫生监督专业,1.0,11.0,71.0,72.4
781,2023,160031,安庆,桐城市应急管理局,应急管理,本科,矿业类、新闻学专业、行政管理专业、材料化学专业、化学专业、化学工程与工艺专业、化工安全工程专业,1.0,29.0,68.95,69.75
782,2023,160032,安庆,桐城市审计局,经济审计,本科,经济学类、财政学类、金融学类、土木类、管理科学与工程类、工商管理类,5.0,245.0,72.8,78.95
783,2023,160033,安庆,桐城市市场监督管理局,市场监管1,本科,不限,3.0,89.0,68.0,71.15
784,2023,160034,安庆,桐城市市场监督管理局,市场监管2,本科,中国语言文学类、新闻传播学类、电子信息类,3.0,85.0,69.6,73.5
785,2023,160035,安庆,桐城市市场监督管理局,市场监管3,本科,法学类、金融学类、机械类、食品科学与工程类、工商管理类,4.0,139.0,69.3,72.7
786,2023,160036,安庆,桐城市市场监督管理局,市场监管4,本科,法学门类、计算机类、中药学类、药学类,5.0,133.0,68.05,71.6
787,2023,160037,安庆,桐城市乡镇机关,经济统计,本科,经济学类、财政学类、金融学类、统计学类,6.0,113.0,69.65,79.1
788,2023,160038,安庆,桐城市乡镇机关,村镇建设管理1,专科,不限,5.0,213.0,70.05,74.75
789,2023,160039,安庆,桐城市乡镇机关,村镇建设管理2,专科,不限,5.0,202.0,69.45,74.8
790,2023,160040,安庆,桐城市乡镇机关,应急管理,专科,不限,8.0,296.0,68.55,79.25
791,2023,160041,安庆,桐城市乡镇机关,基层服务1,专科,不限,7.0,19.0,55.55,75.55
792,2023,160042,安庆,桐城市乡镇机关,基层服务2,专科,不限,7.0,15.0,61.35,72.7
793,2023,160043,安庆,桐城市乡镇机关,农村经济1,专科,不限,7.0,101.0,67.1,75.05
794,2023,160044,安庆,桐城市乡镇机关,农村经济2,专科,不限,8.0,93.0,68.95,75.0
795,2023,160045,安庆,桐城市乡镇机关,农村经济3,专科,不限,8.0,149.0,67.65,78.05
796,2023,160046,安庆,桐城市范岗镇,村镇规划,本科,土木类、建筑类,1.0,21.0,69.75,71.4
797,2023,160047,安庆,桐城市新渡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,27.0,61.49,65.15
798,2023,160048,安庆,桐城市乡镇机关,乡村振兴,高中（中专）,不限,2.0,0.0,,
799,2023,160049,安庆,中共怀宁县委办公室,综合文字,本科,中国语言文学类、新闻传播学类,1.0,14.0,69.75,73.45
800,2023,160050,安庆,中共怀宁县委办公室,机关综合,本科,不限,1.0,4.0,52.55,68.1
801,2023,160051,安庆,中共怀宁县纪律检查委员会怀宁县监察委员会,执纪监督,本科,新闻传播学类、汉语言文学专业、法学专业、会计学专业、财务管理专业、审计学专业,4.0,63.0,70.05,74.2
802,2023,160052,安庆,中共怀宁县纪委监委派驻机构,监督检查,本科,财政学类、金融学类、法学专业、会计学专业、财务管理专业、审计学专业,3.0,76.0,72.6,74.95
803,2023,160053,安庆,中共怀宁县委组织部,机关综合,本科,中国语言文学类、新闻传播学类、经济学类、法学专业,1.0,13.0,69.3,74.8
804,2023,160054,安庆,中共怀宁县委宣传部,思想宣传,本科,不限,1.0,55.0,72.85,73.4
805,2023,160055,安庆,中共怀宁县委统战部,综合文字,本科,不限,1.0,54.0,70.1,73.2
806,2023,160056,安庆,中共怀宁县委巡察工作领导小组办公室,机关综合,本科,会计学专业、财务管理专业、财政学专业,1.0,15.0,67.57,73.1
807,2023,160057,安庆,共青团怀宁县委员会,青年工作,本科,不限,1.0,52.0,70.95,72.15
808,2023,160058,安庆,怀宁经济开发区管理委员会,企业服务,本科,经济学类、法学类,1.0,14.0,68.6,72.55
809,2023,160059,安庆,怀宁县教育局,财务管理,本科,财政学类、财务管理专业、会计学专业、审计学专业,2.0,29.0,68.21,69.63
810,2023,160060,安庆,怀宁县教育局,综合文字,本科,汉语言文学专业、汉语言专业、秘书学专业,1.0,13.0,71.4,71.5
811,2023,160061,安庆,怀宁县教育局,机关综合,本科,不限,1.0,81.0,74.75,76.2
812,2023,160062,安庆,怀宁县科技经济信息化局,经济管理,本科,经济学类、财政学类、金融学类、会计学专业、财务管理专业,1.0,20.0,58.17,60.26
813,2023,160063,安庆,怀宁县科技经济信息化局,信息化管理,本科,计算机类、电子信息类,1.0,45.0,70.5,71.58
814,2023,160064,安庆,怀宁县司法局,司法助理,本科,法学类,1.0,6.0,61.46,64.36
815,2023,160065,安庆,怀宁县司法局,行政复议,本科,法学类,1.0,4.0,62.9,72.05
816,2023,160066,安庆,怀宁县人力资源和社会保障局,综合文字,本科,中国语言文学类,1.0,15.0,67.7,74.1
817,2023,160067,安庆,怀宁县人力资源和社会保障局,劳动仲裁,本科,法学类,1.0,8.0,66.17,70.51
818,2023,160068,安庆,怀宁县人力资源和社会保障局,财务管理,本科,会计学专业、财务管理专业、审计学专业,1.0,9.0,63.11,68.95
819,2023,160069,安庆,怀宁县自然资源和规划局,城乡规划,本科,地理科学类、计算机科学与技术专业、环境科学专业、法学专业,2.0,66.0,70.8,73.7
820,2023,160070,安庆,怀宁县交通运输局,综合文字,本科,汉语言文学专业、汉语言专业、新闻学专业,1.0,8.0,71.5,79.5
821,2023,160071,安庆,怀宁县农业农村局,综合文字,本科,中国语言文学类、新闻传播学类,1.0,13.0,70.4,71.4
822,2023,160072,安庆,怀宁县农业农村局,农业经济管理,本科,经济学类,1.0,14.0,67.7,69.7
823,2023,160073,安庆,怀宁县水利局,水利技术,本科,水利类,2.0,30.0,64.25,67.5
824,2023,160074,安庆,怀宁县水利局,综合文字,本科,中国语言文学类,1.0,5.0,72.45,79.3
825,2023,160075,安庆,怀宁县文化旅游体育局,综合文字,本科,中国语言文学类,1.0,7.0,67.1,69.45
826,2023,160076,安庆,怀宁县卫生健康委员会,卫生健康管理,本科,临床医学专业、基础医学专业、预防医学专业,1.0,14.0,66.6,70.4
827,2023,160077,安庆,怀宁县卫生健康委员会,机关综合,本科,中国语言文学类、法学专业,1.0,10.0,65.85,67.45
828,2023,160078,安庆,怀宁县应急管理局,应急管理,本科,安全工程专业、应急技术与管理专业、采矿工程专业、化工安全工程专业、化学工程与工艺专业、法学专业,1.0,24.0,66.0,67.85
829,2023,160079,安庆,怀宁县审计局,综合审计监督1,本科,土木类、建筑类、环境科学与工程类、工程管理专业、工程审计专业、工程造价专业,1.0,44.0,70.7,72.2
830,2023,160080,安庆,怀宁县审计局,综合审计监督2,本科,金融学类、财政学类、会计学专业、审计学专业、经济学专业、财务管理专业,1.0,16.0,64.61,68.24
831,2023,160081,安庆,怀宁县市场监督管理局,市场监管1,本科,法学专业、知识产权专业、信用风险管理与法律防控专业,6.0,40.0,65.7,71.75
832,2023,160082,安庆,怀宁县市场监督管理局,市场监管2,本科,中国语言文学类,2.0,11.0,65.8,69.15
833,2023,160083,安庆,怀宁县市场监督管理局,市场监管3,本科,不限,2.0,4.0,58.6,69.8
834,2023,160084,安庆,怀宁县市场监督管理局,市场监管4,本科,不限,3.0,69.0,67.4,71.95
835,2023,160085,安庆,怀宁县县直机关,机关综合,本科,不限,3.0,27.0,66.55,71.15
836,2023,160086,安庆,怀宁县乡镇机关,项目建设管理,专科,不限,5.0,243.0,69.25,77.45
837,2023,160087,安庆,怀宁县乡镇机关,乡村振兴,本科,不限,6.0,12.0,57.0,66.55
838,2023,160088,安庆,怀宁县乡镇机关,民政事务管理,本科,不限,7.0,119.0,68.15,74.75
839,2023,160089,安庆,怀宁县平山镇,人武专干,专科,不限,1.0,8.0,60.28,61.4
840,2023,160090,安庆,怀宁县乡镇机关（乡镇财政所）,乡镇财政管理1,专科,不限,4.0,191.0,69.1,76.05
841,2023,160091,安庆,怀宁县乡镇机关（乡镇财政所）,乡镇财政管理2,本科,不限,3.0,9.0,54.2,69.85
842,2023,160092,安庆,怀宁县乡镇机关（乡镇财政所）,财务管理,本科,财政学类、经济学类、金融学类、工商管理类,8.0,142.0,69.45,79.4
843,2023,160093,安庆,怀宁县乡镇机关（乡镇财政所）,综合文字,本科,中国语言文学类、新闻传播学类、哲学类,2.0,20.0,67.5,69.5
844,2023,160094,安庆,怀宁县乡镇机关（乡镇财政所）,财政工程管理,本科,管理科学与工程类、工业工程类、土木类,2.0,51.0,69.5,72.85
845,2023,160095,安庆,怀宁县乡镇机关,村镇综合管理,高中（中专）,不限,2.0,0.0,,
846,2023,160096,安庆,潜山市油坝乡,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,25.0,60.95,64.75
847,2023,160097,安庆,潜山市乡镇机关,乡村旅游管理,专科,不限,7.0,75.0,62.75,71.05
848,2023,160098,安庆,潜山市乡镇机关,乡村振兴管理1,专科,不限,8.0,389.0,70.0,74.9
849,2023,160099,安庆,潜山市乡镇机关,乡村振兴管理2,专科,不限,8.0,312.0,68.55,73.1
850,2023,160100,安庆,潜山市乡镇机关,社会事务管理,本科,不限,6.0,129.0,65.65,70.55
851,2023,160101,安庆,潜山市乡镇机关,组织人事管理,专科,不限,8.0,125.0,66.0,71.9
852,2023,160102,安庆,潜山市乡镇机关,乡村振兴管理,高中（中专）,不限,2.0,0.0,,
853,2023,160103,安庆,岳西县司法局,行政复议,本科,法学类,1.0,10.0,65.5,71.45
854,2023,160104,安庆,岳西县司法局,社区矫正1,本科,不限,1.0,10.0,57.24,60.01
855,2023,160105,安庆,岳西县司法局,社区矫正2,本科,法学类,2.0,35.0,64.23,68.02
856,2023,160106,安庆,岳西县司法局,司法行政,本科,法学类,2.0,9.0,53.6,65.74
857,2023,160107,安庆,岳西县毛尖山乡,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,31.0,60.08,62.74
858,2023,160108,安庆,岳西县乡镇机关,项目建设,专科,不限,5.0,64.0,65.4,73.45
859,2023,160109,安庆,岳西县乡镇机关,民政事务,专科,不限,4.0,84.0,67.55,72.15
860,2023,160110,安庆,岳西县乡镇机关,农机农技,本科,工学门类、管理学门类、农学门类,4.0,87.0,67.4,71.85
861,2023,160111,安庆,岳西县乡镇机关,财务管理,本科,经济学门类、统计学类、会计学专业,3.0,81.0,68.8,72.65
862,2023,160112,安庆,岳西县乡镇机关,村镇建设,专科,不限,6.0,343.0,69.85,74.6
863,2023,160113,安庆,太湖县司法局,司法行政,本科,法学类,3.0,14.0,58.49,64.4
864,2023,160114,安庆,太湖县司法局,财务管理,本科,会计学专业、财务管理专业、审计学专业、金融学专业,1.0,15.0,70.37,71.67
865,2023,160115,安庆,太湖县供销合作社联合社,供销合作经济指导,本科,经济学类、金融学类、工商管理类,1.0,22.0,68.25,72.2
866,2023,160116,安庆,太湖县刘畈乡,电商营销,本科,工商管理类、电子商务类、电子信息类,1.0,21.0,66.3,68.7
867,2023,160117,安庆,太湖县汤泉乡,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,21.0,56.27,70.24
868,2023,160118,安庆,太湖县乡镇机关,村镇建设管理,专科,不限,6.0,57.0,61.0,70.6
869,2023,160119,安庆,太湖县乡镇机关,民政事务管理,专科,不限,7.0,396.0,67.85,72.1
870,2023,160120,安庆,太湖县乡镇机关,项目建设管理,本科,不限,3.0,56.0,67.5,74.2
871,2023,160121,安庆,太湖县乡镇机关,组织人事管理,本科,不限,2.0,35.0,67.95,72.1
872,2023,160122,安庆,太湖县乡镇机关,乡村振兴,高中（中专）,不限,2.0,0.0,,
873,2023,160123,安庆,中共望江县纪律检查委员会望江县监察委员会,监督检查,本科,法学类、财务管理专业、会计学专业、审计学专业,2.0,45.0,67.35,77.85
874,2023,160124,安庆,中共望江县纪委监委派驻机构,执法监督,本科,法学类、会计学专业、财政学专业、金融学专业,4.0,57.0,69.05,74.55
875,2023,160125,安庆,中共望江县委办公室,综合文字,本科,中国语言文学类、新闻传播学类,3.0,46.0,68.95,74.45
876,2023,160126,安庆,中共望江县委组织部,机关综合,本科,不限,1.0,40.0,67.85,71.15
877,2023,160127,安庆,中共望江县委宣传部,机关综合,本科,不限,2.0,79.0,71.2,79.0
878,2023,160128,安庆,中共望江县委机构编制委员会办公室,机构编制管理,本科,中国语言文学类（不含特设专业）,1.0,11.0,66.7,70.5
879,2023,160129,安庆,中共望江县委机构编制委员会办公室,权责清单,本科,法学类（不含特设专业）,1.0,24.0,53.7,62.85
880,2023,160130,安庆,共青团望江县委员会,综合管理1,本科,不限,2.0,55.0,70.05,71.4
881,2023,160131,安庆,共青团望江县委员会,综合管理2,本科,不限,1.0,38.0,71.25,73.8
882,2023,160132,安庆,望江县工商业联合会,机关综合,本科,中国语言文学类,1.0,11.0,66.05,69.9
883,2023,160133,安庆,望江县人民政府办公室,综合文字,本科,经济学类、法学类、中国语言文学类,3.0,31.0,67.05,79.1
884,2023,160134,安庆,望江县人民政府办公室,财务管理,本科,会计学专业、财务管理专业、审计学专业,1.0,10.0,64.87,65.09
885,2023,160135,安庆,望江县教育局,机关综合,本科,不限,3.0,131.0,70.55,77.05
886,2023,160136,安庆,望江县科技经济信息化局,信息化建设,本科,通信工程专业、电气工程及其自动化专业、信息工程专业,1.0,37.0,69.75,72.7
887,2023,160137,安庆,望江县科技经济信息化局,经济运行监测,本科,统计学类、经济与贸易类,1.0,21.0,68.3,69.5
888,2023,160138,安庆,望江县科技经济信息化局,机关综合,本科,中国语言文学类,1.0,3.0,69.4,69.9
889,2023,160139,安庆,望江县司法局,社区矫正1,本科,法学类,1.0,19.0,60.85,62.3
890,2023,160140,安庆,望江县司法局,社区矫正2,本科,法学类,2.0,29.0,60.43,66.05
891,2023,160141,安庆,望江县民政局,财务管理,本科,工商管理专业、会计学专业、财务管理专业,1.0,27.0,62.13,63.56
892,2023,160142,安庆,望江县自然资源和规划局,自然资源管理1,本科,城乡规划专业、土地资源管理专业、人文地理与城乡规划专业,2.0,29.0,70.35,74.35
893,2023,160143,安庆,望江县自然资源和规划局,自然资源管理2,本科,不限,1.0,6.0,64.65,67.55
894,2023,160144,安庆,望江县交通运输局,项目管理,本科,交通运输专业、交通工程专业、交通设备与控制工程专业,1.0,21.0,70.8,73.45
895,2023,160145,安庆,望江县水利局,水利建设,本科,水利类,3.0,23.0,63.15,70.4
